 ,TopicId,Title,Format,Structure,LearningResourceType,Difficulty,InteractivityType,AggregationLevel,InteractivityLevel,SemanticDensity,LOexev,MaxScore,MaxLearningTime
1348,389,LearningObject1348,Application,Collection,Graph,5,Expositive,1,Medium,VeryLow,Evaluative,3,105
1349,390,LearningObject1349,Video,Linear,SelfAssessment,3,Mixed,1,Medium,Medium,Explanatory,72,51
1350,390,LearningObject1350,Audio,Atomic,Index,10,Mixed,2,VeryLow,High,Explanatory,78,49
1351,390,LearningObject1351,Image,Collection,Experiment,7,Active,1,VeryLow,VeryLow,Evaluative,50,104
1352,390,LearningObject1352,Form,Collection,Graph,3,Active,2,VeryHigh,Medium,Evaluative,39,62
1353,391,LearningObject1353,Audio,Hierarchical,Questionnaire,9,Mixed,2,High,VeryLow,Explanatory,82,59
1354,391,LearningObject1354,Application,Atomic,Exam,2,Mixed,2,Medium,Low,Evaluative,72,43
1355,392,LearningObject1355,Image,Hierarchical,Experiment,8,Mixed,1,Low,VeryLow,Evaluative,5,15
1356,392,LearningObject1356,Video,Hierarchical,Simulation,5,Mixed,2,Medium,VeryLow,Explanatory,41,9
1357,393,LearningObject1357,Image,Linear,SelfAssessment,10,Expositive,1,Medium,High,Evaluative,100,24
1358,393,LearningObject1358,Video,Linear,Table,6,Active,1,VeryLow,High,Explanatory,12,22
1359,393,LearningObject1359,Text,Atomic,Figure,7,Mixed,1,High,Low,Explanatory,71,96
1360,393,LearningObject1360,Application,Collection,NarrativeText,4,Active,2,VeryLow,VeryHigh,Evaluative,45,32
1361,393,LearningObject1361,Application,Hierarchical,ProblemStatement,6,Expositive,1,VeryHigh,High,Evaluative,73,65
1362,394,LearningObject1362,Audio,Linear,SelfAssessment,10,Mixed,1,VeryHigh,VeryLow,Explanatory,92,4
1363,394,LearningObject1363,Image,Networked,Diagram,2,Mixed,2,Low,VeryLow,Evaluative,66,71
1364,394,LearningObject1364,Application,Hierarchical,Exam,1,Expositive,2,VeryLow,Low,Evaluative,40,38
1365,394,LearningObject1365,Image,Atomic,Figure,4,Expositive,2,Medium,High,Evaluative,77,73
1366,395,LearningObject1366,Video,Linear,Table,10,Active,1,Medium,High,Explanatory,61,97
1367,395,LearningObject1367,Application,Networked,Experiment,9,Mixed,2,Medium,VeryLow,Evaluative,2,6
1368,396,LearningObject1368,Application,Collection,Table,5,Mixed,2,VeryHigh,High,Evaluative,56,51
1369,396,LearningObject1369,Audio,Hierarchical,Questionnaire,6,Mixed,1,Medium,Low,Explanatory,73,115
1370,397,LearningObject1370,Application,Networked,Slide,5,Active,1,VeryHigh,VeryLow,Evaluative,90,77
1371,397,LearningObject1371,Text,Atomic,Lecture,4,Active,1,VeryLow,High,Explanatory,89,59
1372,397,LearningObject1372,Audio,Networked,Experiment,5,Expositive,2,Low,High,Explanatory,67,84
1373,397,LearningObject1373,Video,Hierarchical,Questionnaire,6,Active,2,VeryLow,VeryLow,Explanatory,22,71
1374,397,LearningObject1374,Video,Collection,Graph,5,Expositive,1,Low,VeryHigh,Explanatory,70,67
1375,398,LearningObject1375,Audio,Networked,Slide,5,Active,1,VeryHigh,VeryLow,Explanatory,48,85
1376,398,LearningObject1376,Application,Atomic,Table,8,Expositive,1,VeryHigh,High,Evaluative,96,85
1377,398,LearningObject1377,Image,Atomic,Exercise,6,Expositive,1,VeryHigh,VeryLow,Evaluative,44,100
1378,398,LearningObject1378,Image,Networked,Index,10,Expositive,2,VeryLow,VeryLow,Evaluative,29,56
1379,398,LearningObject1379,Video,Hierarchical,Simulation,9,Expositive,2,VeryHigh,VeryLow,Explanatory,50,21
1380,399,LearningObject1380,Audio,Linear,Exam,1,Active,1,VeryLow,Low,Explanatory,81,51
1381,399,LearningObject1381,Text,Atomic,NarrativeText,6,Active,1,VeryLow,Medium,Explanatory,50,65
1382,399,LearningObject1382,Image,Networked,Graph,9,Expositive,2,High,VeryLow,Evaluative,12,59
1383,399,LearningObject1383,Audio,Collection,Slide,5,Expositive,2,High,Low,Explanatory,39,103
1384,399,LearningObject1384,Video,Networked,SelfAssessment,8,Mixed,2,Medium,VeryHigh,Explanatory,38,11
1385,400,LearningObject1385,Form,Hierarchical,Table,8,Expositive,2,Low,VeryLow,Evaluative,5,73
1386,400,LearningObject1386,Form,Hierarchical,Exam,8,Expositive,1,Low,Medium,Evaluative,96,82
1387,400,LearningObject1387,Application,Atomic,Lecture,8,Active,2,Low,VeryLow,Evaluative,49,10
1388,400,LearningObject1388,Text,Linear,Graph,4,Active,1,Low,High,Explanatory,60,14
1389,400,LearningObject1389,Application,Networked,Lecture,7,Mixed,1,VeryHigh,Medium,Evaluative,10,21
1390,401,LearningObject1390,Video,Atomic,Slide,9,Active,2,Medium,High,Explanatory,18,52
1391,401,LearningObject1391,Video,Hierarchical,Index,5,Active,1,Low,VeryHigh,Explanatory,28,29
1392,401,LearningObject1392,Application,Atomic,Diagram,9,Expositive,1,Low,High,Evaluative,35,53
1393,401,LearningObject1393,Form,Hierarchical,Simulation,9,Active,2,VeryLow,VeryHigh,Evaluative,43,117
1394,402,LearningObject1394,Form,Networked,ProblemStatement,5,Active,2,High,VeryHigh,Evaluative,75,62
1395,402,LearningObject1395,Text,Networked,Questionnaire,9,Active,2,High,High,Explanatory,23,79
1396,402,LearningObject1396,Form,Atomic,Questionnaire,4,Expositive,1,Medium,Low,Evaluative,86,74
1397,402,LearningObject1397,Video,Networked,SelfAssessment,2,Expositive,1,VeryLow,Low,Explanatory,19,109
1398,402,LearningObject1398,Audio,Networked,NarrativeText,3,Active,1,VeryHigh,Low,Explanatory,98,33
1399,403,LearningObject1399,Video,Linear,Questionnaire,9,Mixed,1,VeryLow,Medium,Explanatory,97,49
1400,403,LearningObject1400,Form,Hierarchical,Experiment,5,Active,1,High,High,Evaluative,69,53
1401,403,LearningObject1401,Image,Atomic,Graph,2,Expositive,2,Low,Medium,Evaluative,63,50
1402,404,LearningObject1402,Text,Collection,Experiment,6,Active,2,VeryHigh,Low,Explanatory,89,75
1403,404,LearningObject1403,Form,Atomic,SelfAssessment,9,Active,1,Low,VeryHigh,Evaluative,81,92
1404,405,LearningObject1404,Form,Hierarchical,Slide,4,Mixed,2,Medium,High,Evaluative,81,84
1405,405,LearningObject1405,Application,Linear,Graph,10,Mixed,2,Low,VeryHigh,Evaluative,56,9
1406,405,LearningObject1406,Video,Networked,Graph,8,Expositive,1,VeryHigh,VeryHigh,Explanatory,83,74
1407,405,LearningObject1407,Image,Linear,Table,9,Expositive,2,VeryLow,Low,Evaluative,58,20
1408,405,LearningObject1408,Audio,Collection,Slide,6,Expositive,1,Low,VeryHigh,Explanatory,22,16
1409,406,LearningObject1409,Application,Atomic,Experiment,7,Mixed,2,High,High,Evaluative,14,39
1410,406,LearningObject1410,Audio,Collection,Figure,5,Mixed,2,VeryHigh,VeryHigh,Explanatory,16,120
1411,407,LearningObject1411,Application,Linear,Exam,5,Mixed,1,Medium,Low,Evaluative,66,92
1412,407,LearningObject1412,Image,Linear,Questionnaire,5,Expositive,2,High,Medium,Evaluative,80,38
1413,407,LearningObject1413,Text,Atomic,Simulation,8,Expositive,1,High,VeryHigh,Explanatory,78,117
1414,407,LearningObject1414,Application,Networked,Index,6,Mixed,2,VeryLow,High,Evaluative,86,33
1415,407,LearningObject1415,Audio,Networked,Simulation,10,Expositive,2,High,VeryHigh,Explanatory,34,40
1416,408,LearningObject1416,Application,Atomic,Graph,1,Expositive,1,VeryHigh,Medium,Evaluative,90,4
1417,408,LearningObject1417,Video,Collection,Questionnaire,5,Active,2,Medium,VeryLow,Explanatory,84,96
1418,408,LearningObject1418,Text,Atomic,Lecture,5,Expositive,1,VeryLow,Low,Explanatory,2,118
1419,408,LearningObject1419,Text,Hierarchical,Experiment,6,Mixed,1,VeryLow,Low,Explanatory,59,105
1420,409,LearningObject1420,Image,Hierarchical,SelfAssessment,7,Active,2,Low,VeryLow,Evaluative,67,68
1421,409,LearningObject1421,Image,Atomic,SelfAssessment,8,Mixed,2,Low,Medium,Evaluative,86,103
1422,409,LearningObject1422,Video,Networked,Diagram,4,Mixed,1,Medium,Medium,Explanatory,45,5
1423,409,LearningObject1423,Image,Hierarchical,Figure,6,Expositive,2,VeryHigh,High,Evaluative,16,104
1424,410,LearningObject1424,Video,Atomic,Questionnaire,5,Mixed,1,Medium,VeryHigh,Explanatory,22,19
1425,410,LearningObject1425,Form,Hierarchical,Lecture,4,Mixed,1,High,High,Evaluative,13,101
1426,410,LearningObject1426,Application,Hierarchical,Figure,5,Active,2,VeryHigh,Medium,Evaluative,33,92
1427,410,LearningObject1427,Text,Collection,ProblemStatement,8,Active,1,VeryHigh,High,Explanatory,14,29
1428,411,LearningObject1428,Form,Linear,Lecture,2,Mixed,1,VeryHigh,VeryHigh,Evaluative,39,96
1429,411,LearningObject1429,Video,Collection,Questionnaire,1,Mixed,2,High,Medium,Explanatory,62,92
1430,411,LearningObject1430,Audio,Collection,Index,8,Expositive,1,High,VeryLow,Explanatory,71,70
1431,411,LearningObject1431,Audio,Linear,Exercise,6,Active,2,High,Medium,Explanatory,29,54
1432,411,LearningObject1432,Text,Hierarchical,Figure,6,Expositive,2,Medium,VeryLow,Explanatory,6,76
1433,412,LearningObject1433,Image,Atomic,Graph,9,Mixed,2,VeryLow,VeryLow,Evaluative,99,106
1434,412,LearningObject1434,Form,Linear,Figure,9,Mixed,1,Medium,Low,Evaluative,95,71
1435,412,LearningObject1435,Audio,Linear,Exercise,6,Active,2,VeryLow,Low,Explanatory,57,8
1436,412,LearningObject1436,Form,Atomic,Simulation,6,Mixed,2,High,VeryLow,Evaluative,97,49
1437,413,LearningObject1437,Image,Atomic,Experiment,3,Mixed,2,High,Medium,Evaluative,92,54
1438,413,LearningObject1438,Text,Collection,Slide,7,Mixed,2,Low,Low,Explanatory,36,47
1439,414,LearningObject1439,Audio,Atomic,Graph,5,Mixed,1,Low,High,Explanatory,49,76
1440,414,LearningObject1440,Form,Linear,Graph,3,Expositive,1,High,Low,Evaluative,61,118
1441,414,LearningObject1441,Image,Networked,SelfAssessment,7,Mixed,2,VeryLow,High,Evaluative,66,64
1442,415,LearningObject1442,Image,Linear,Figure,2,Expositive,1,Low,VeryHigh,Evaluative,47,30
1443,415,LearningObject1443,Text,Networked,NarrativeText,8,Mixed,2,High,VeryLow,Explanatory,92,27
1444,415,LearningObject1444,Application,Hierarchical,Exercise,5,Expositive,1,Low,VeryHigh,Evaluative,67,115
1445,416,LearningObject1445,Audio,Hierarchical,Exercise,8,Active,1,VeryLow,Medium,Explanatory,18,100
1446,416,LearningObject1446,Form,Hierarchical,Experiment,2,Expositive,2,Low,High,Evaluative,20,10
1447,417,LearningObject1447,Video,Collection,Experiment,9,Mixed,1,VeryHigh,Medium,Explanatory,76,43
1448,417,LearningObject1448,Form,Linear,Lecture,2,Active,2,VeryLow,Medium,Evaluative,4,71
1449,418,LearningObject1449,Audio,Networked,Lecture,10,Expositive,2,High,VeryLow,Explanatory,25,116
1450,418,LearningObject1450,Form,Linear,Index,2,Expositive,1,Medium,Low,Evaluative,31,66
1451,418,LearningObject1451,Image,Hierarchical,Table,8,Mixed,1,VeryHigh,VeryLow,Evaluative,50,2
1452,418,LearningObject1452,Form,Hierarchical,NarrativeText,4,Active,2,Low,VeryLow,Evaluative,68,77
1453,419,LearningObject1453,Image,Hierarchical,Index,9,Active,1,High,VeryLow,Evaluative,83,58
1454,419,LearningObject1454,Audio,Collection,ProblemStatement,9,Active,2,VeryHigh,Medium,Explanatory,16,103
1455,420,LearningObject1455,Form,Hierarchical,Table,7,Mixed,1,VeryLow,High,Evaluative,71,43
1456,420,LearningObject1456,Image,Linear,Simulation,4,Expositive,1,High,VeryLow,Evaluative,38,9
1457,420,LearningObject1457,Video,Networked,Graph,9,Expositive,2,High,Medium,Explanatory,2,1
1458,420,LearningObject1458,Form,Hierarchical,Diagram,2,Expositive,1,Low,High,Evaluative,45,78
1459,421,LearningObject1459,Audio,Linear,Lecture,5,Mixed,1,VeryLow,Medium,Explanatory,53,12
1460,421,LearningObject1460,Audio,Collection,Experiment,2,Active,1,VeryLow,Low,Explanatory,27,32
1461,421,LearningObject1461,Application,Hierarchical,ProblemStatement,7,Expositive,1,Medium,Low,Evaluative,60,5
1462,421,LearningObject1462,Form,Networked,Exam,2,Mixed,2,VeryLow,VeryHigh,Evaluative,42,100
1463,422,LearningObject1463,Image,Networked,Graph,8,Active,1,VeryLow,Medium,Evaluative,74,29
1464,422,LearningObject1464,Video,Collection,Figure,5,Mixed,2,High,VeryLow,Explanatory,18,63
1465,422,LearningObject1465,Video,Collection,Exercise,5,Active,2,VeryHigh,High,Explanatory,4,103
1466,422,LearningObject1466,Audio,Collection,SelfAssessment,1,Mixed,1,High,Low,Explanatory,29,85
1467,422,LearningObject1467,Image,Networked,Simulation,7,Mixed,1,VeryLow,VeryLow,Evaluative,95,8
1468,423,LearningObject1468,Image,Atomic,Figure,1,Expositive,1,VeryLow,High,Evaluative,78,111
1469,423,LearningObject1469,Video,Hierarchical,ProblemStatement,2,Mixed,1,Low,VeryLow,Explanatory,14,35
1470,423,LearningObject1470,Audio,Atomic,Index,7,Expositive,1,Medium,High,Explanatory,34,89
1471,423,LearningObject1471,Image,Networked,NarrativeText,7,Active,2,Medium,VeryLow,Evaluative,3,108
1472,423,LearningObject1472,Form,Atomic,Questionnaire,4,Active,1,High,VeryLow,Evaluative,98,116
1473,424,LearningObject1473,Image,Collection,Graph,9,Expositive,2,Low,High,Evaluative,100,78
1474,424,LearningObject1474,Audio,Linear,Slide,6,Expositive,1,VeryLow,VeryLow,Explanatory,87,78
1475,425,LearningObject1475,Video,Atomic,Simulation,1,Mixed,2,High,Medium,Explanatory,23,72
1476,425,LearningObject1476,Video,Linear,NarrativeText,1,Expositive,2,Low,VeryHigh,Explanatory,64,43
1477,425,LearningObject1477,Form,Networked,Table,9,Mixed,1,VeryLow,Medium,Evaluative,99,50
1478,426,LearningObject1478,Text,Linear,NarrativeText,7,Mixed,1,High,VeryLow,Explanatory,96,78
1479,426,LearningObject1479,Text,Linear,Graph,8,Mixed,1,VeryHigh,VeryHigh,Explanatory,13,18
1480,426,LearningObject1480,Image,Linear,NarrativeText,6,Expositive,1,Medium,VeryHigh,Evaluative,87,64
1481,427,LearningObject1481,Text,Atomic,Exercise,8,Active,1,Low,VeryLow,Explanatory,15,2
1482,427,LearningObject1482,Form,Atomic,ProblemStatement,5,Expositive,1,Medium,High,Evaluative,7,50
1483,428,LearningObject1483,Video,Hierarchical,Slide,1,Active,1,Medium,High,Explanatory,16,61
1484,428,LearningObject1484,Image,Linear,NarrativeText,9,Expositive,1,High,Medium,Evaluative,24,112
1485,429,LearningObject1485,Application,Atomic,Simulation,5,Mixed,1,VeryHigh,High,Evaluative,44,85
1486,429,LearningObject1486,Application,Collection,Exam,5,Expositive,1,VeryHigh,High,Evaluative,37,83
1487,429,LearningObject1487,Audio,Atomic,Experiment,2,Active,1,High,Low,Explanatory,24,110
1488,429,LearningObject1488,Text,Collection,Exercise,7,Active,2,VeryHigh,Medium,Explanatory,100,80
1489,429,LearningObject1489,Text,Hierarchical,Simulation,7,Active,1,Medium,VeryHigh,Explanatory,28,81
1490,430,LearningObject1490,Audio,Linear,ProblemStatement,1,Expositive,2,High,High,Explanatory,96,110
1491,430,LearningObject1491,Form,Collection,Figure,2,Expositive,2,VeryLow,Low,Evaluative,89,104
1492,430,LearningObject1492,Image,Atomic,Table,8,Mixed,2,Medium,Low,Evaluative,64,24
1493,430,LearningObject1493,Form,Linear,Questionnaire,9,Expositive,2,VeryHigh,Medium,Evaluative,97,95
1494,431,LearningObject1494,Audio,Networked,Questionnaire,7,Mixed,1,Medium,VeryHigh,Explanatory,11,84
1495,431,LearningObject1495,Form,Linear,Exam,7,Expositive,1,Medium,VeryHigh,Evaluative,35,116
1496,431,LearningObject1496,Form,Atomic,Lecture,2,Active,1,VeryHigh,Low,Evaluative,82,56
1497,431,LearningObject1497,Application,Collection,Lecture,6,Active,2,High,VeryHigh,Evaluative,30,26
1498,431,LearningObject1498,Text,Collection,Simulation,2,Mixed,1,High,Low,Explanatory,12,57
1499,432,LearningObject1499,Text,Hierarchical,SelfAssessment,6,Active,2,VeryLow,VeryHigh,Explanatory,25,66
1500,432,LearningObject1500,Application,Networked,Figure,5,Mixed,1,Low,Medium,Evaluative,29,46
1501,433,LearningObject1501,Text,Collection,ProblemStatement,2,Mixed,1,Low,VeryHigh,Explanatory,75,11
1502,433,LearningObject1502,Image,Collection,Exam,10,Expositive,1,VeryHigh,VeryHigh,Evaluative,75,12
1503,434,LearningObject1503,Application,Linear,Experiment,6,Active,1,VeryLow,VeryLow,Evaluative,73,36
1504,434,LearningObject1504,Text,Linear,Diagram,4,Expositive,1,VeryHigh,Medium,Explanatory,18,95
1505,434,LearningObject1505,Audio,Collection,Diagram,1,Active,1,VeryHigh,High,Explanatory,79,90
1506,434,LearningObject1506,Audio,Collection,Exercise,1,Expositive,2,VeryLow,Medium,Explanatory,61,47
1507,435,LearningObject1507,Video,Linear,Questionnaire,6,Active,2,Medium,Low,Explanatory,35,25
1508,435,LearningObject1508,Application,Collection,Figure,10,Expositive,2,Medium,Low,Evaluative,92,15
1509,435,LearningObject1509,Form,Networked,ProblemStatement,7,Mixed,1,Low,VeryLow,Evaluative,22,47
1510,435,LearningObject1510,Image,Atomic,ProblemStatement,6,Mixed,2,VeryHigh,Low,Evaluative,69,26
1511,435,LearningObject1511,Text,Collection,SelfAssessment,2,Active,1,Medium,Medium,Explanatory,37,103
1512,436,LearningObject1512,Form,Collection,Exercise,5,Active,1,Medium,VeryLow,Evaluative,78,5
1513,436,LearningObject1513,Audio,Networked,Experiment,4,Mixed,2,High,Medium,Explanatory,1,54
1514,436,LearningObject1514,Text,Collection,Table,9,Active,2,VeryLow,Low,Explanatory,33,33
1515,437,LearningObject1515,Image,Collection,Diagram,1,Mixed,1,VeryHigh,Low,Evaluative,75,110
1516,437,LearningObject1516,Form,Networked,Index,8,Mixed,1,VeryHigh,VeryLow,Evaluative,15,18
1517,437,LearningObject1517,Audio,Collection,NarrativeText,10,Expositive,1,Low,Medium,Explanatory,60,20
1518,438,LearningObject1518,Form,Hierarchical,Simulation,4,Expositive,2,VeryHigh,Low,Evaluative,83,90
1519,438,LearningObject1519,Application,Linear,ProblemStatement,9,Expositive,2,Low,Medium,Evaluative,22,60
1520,438,LearningObject1520,Audio,Collection,Figure,1,Expositive,1,VeryLow,Low,Explanatory,53,13
1521,438,LearningObject1521,Video,Collection,Lecture,1,Expositive,1,High,Medium,Explanatory,11,53
1522,438,LearningObject1522,Image,Atomic,Lecture,10,Active,2,Low,High,Evaluative,75,45
1523,439,LearningObject1523,Audio,Hierarchical,SelfAssessment,9,Active,2,VeryLow,Low,Explanatory,20,56
1524,439,LearningObject1524,Image,Collection,Slide,2,Active,2,VeryHigh,Low,Evaluative,46,52
1525,439,LearningObject1525,Form,Collection,Figure,1,Active,2,Low,Low,Evaluative,15,34
1526,439,LearningObject1526,Text,Linear,Simulation,6,Expositive,1,Medium,VeryHigh,Explanatory,63,65
1527,439,LearningObject1527,Application,Hierarchical,Figure,9,Expositive,1,Medium,Medium,Evaluative,96,18
1528,440,LearningObject1528,Text,Collection,Figure,7,Active,2,VeryHigh,VeryLow,Explanatory,62,117
1529,440,LearningObject1529,Audio,Collection,Table,9,Expositive,2,Low,Low,Explanatory,58,40
1530,440,LearningObject1530,Form,Networked,Lecture,7,Expositive,1,Medium,Medium,Evaluative,76,9
1531,441,LearningObject1531,Form,Linear,NarrativeText,4,Active,1,High,Medium,Evaluative,27,15
1532,441,LearningObject1532,Form,Hierarchical,Exercise,4,Expositive,1,VeryLow,VeryLow,Evaluative,48,96
1533,441,LearningObject1533,Application,Networked,SelfAssessment,6,Active,1,High,Medium,Evaluative,99,98
1534,441,LearningObject1534,Application,Hierarchical,Simulation,9,Mixed,1,VeryLow,VeryHigh,Evaluative,96,65
1535,441,LearningObject1535,Video,Hierarchical,Exercise,9,Active,1,VeryHigh,VeryHigh,Explanatory,59,35
1536,442,LearningObject1536,Image,Networked,SelfAssessment,9,Active,2,VeryHigh,VeryHigh,Evaluative,42,23
1537,442,LearningObject1537,Video,Linear,Lecture,5,Mixed,2,High,High,Explanatory,93,58
1538,443,LearningObject1538,Audio,Collection,Graph,9,Expositive,2,Medium,Low,Explanatory,79,14
1539,443,LearningObject1539,Video,Atomic,Exercise,7,Expositive,2,Medium,Medium,Explanatory,84,12
1540,443,LearningObject1540,Image,Hierarchical,Table,4,Active,2,VeryLow,VeryLow,Evaluative,89,22
1541,443,LearningObject1541,Video,Collection,Diagram,4,Mixed,1,Medium,VeryLow,Explanatory,6,108
1542,444,LearningObject1542,Form,Collection,Exercise,2,Mixed,1,Low,VeryLow,Evaluative,47,18
1543,444,LearningObject1543,Audio,Networked,SelfAssessment,8,Active,2,Medium,VeryHigh,Explanatory,89,15
1544,444,LearningObject1544,Text,Linear,Figure,5,Mixed,1,VeryLow,VeryLow,Explanatory,3,54
1545,445,LearningObject1545,Form,Collection,Experiment,4,Active,1,Medium,Low,Evaluative,97,84
1546,445,LearningObject1546,Image,Hierarchical,Questionnaire,2,Mixed,1,VeryHigh,VeryHigh,Evaluative,14,5
1547,445,LearningObject1547,Video,Hierarchical,Exercise,7,Mixed,1,VeryHigh,Low,Explanatory,78,114
1548,445,LearningObject1548,Application,Collection,ProblemStatement,8,Expositive,2,Low,Low,Evaluative,21,71
1549,446,LearningObject1549,Form,Hierarchical,Experiment,4,Mixed,1,VeryHigh,Medium,Evaluative,89,105
1550,446,LearningObject1550,Audio,Atomic,ProblemStatement,3,Expositive,1,Medium,VeryLow,Explanatory,76,102
1551,446,LearningObject1551,Text,Collection,Exercise,5,Mixed,1,High,Low,Explanatory,42,93
1552,446,LearningObject1552,Form,Linear,Questionnaire,10,Active,2,VeryLow,VeryHigh,Evaluative,4,115
1553,447,LearningObject1553,Text,Linear,Slide,10,Expositive,2,VeryHigh,Low,Explanatory,65,96
1554,447,LearningObject1554,Audio,Collection,NarrativeText,3,Mixed,2,Medium,Low,Explanatory,11,97
1555,447,LearningObject1555,Text,Linear,Graph,7,Expositive,2,Medium,Medium,Explanatory,55,8
1556,447,LearningObject1556,Form,Linear,NarrativeText,10,Expositive,2,High,Low,Evaluative,15,41
1557,448,LearningObject1557,Video,Linear,Index,5,Active,1,Low,VeryLow,Explanatory,54,51
1558,448,LearningObject1558,Video,Atomic,ProblemStatement,4,Mixed,1,VeryHigh,High,Explanatory,87,30
1559,448,LearningObject1559,Form,Collection,Exercise,10,Active,1,Medium,VeryHigh,Evaluative,80,29
1560,448,LearningObject1560,Audio,Hierarchical,Table,3,Active,2,High,Medium,Explanatory,100,75
1561,449,LearningObject1561,Application,Linear,Index,8,Mixed,1,Medium,Low,Evaluative,19,58
1562,449,LearningObject1562,Video,Collection,Questionnaire,2,Active,1,Medium,High,Explanatory,56,31
1563,450,LearningObject1563,Form,Collection,ProblemStatement,5,Active,2,Medium,High,Evaluative,72,81
1564,450,LearningObject1564,Video,Atomic,Simulation,10,Expositive,2,Medium,Medium,Explanatory,65,98
1565,450,LearningObject1565,Video,Collection,Graph,8,Active,2,Low,High,Explanatory,50,54
1566,450,LearningObject1566,Form,Networked,Figure,6,Expositive,1,Low,VeryHigh,Evaluative,99,63
1567,451,LearningObject1567,Video,Networked,Exam,1,Expositive,1,Low,VeryLow,Explanatory,79,6
1568,451,LearningObject1568,Audio,Hierarchical,Simulation,5,Mixed,2,Medium,High,Explanatory,74,59
1569,451,LearningObject1569,Form,Collection,Figure,5,Expositive,1,High,High,Evaluative,20,120
1570,452,LearningObject1570,Audio,Collection,Questionnaire,4,Expositive,1,Medium,Low,Explanatory,34,101
1571,452,LearningObject1571,Form,Linear,Exercise,4,Mixed,2,High,High,Evaluative,54,114
1572,452,LearningObject1572,Form,Hierarchical,Figure,10,Active,2,High,High,Evaluative,71,58
1573,453,LearningObject1573,Image,Collection,Index,5,Mixed,1,VeryHigh,High,Evaluative,98,35
1574,453,LearningObject1574,Audio,Collection,Slide,3,Active,2,Medium,VeryHigh,Explanatory,48,65
1575,453,LearningObject1575,Image,Collection,Table,5,Active,2,High,VeryHigh,Evaluative,50,59
1576,454,LearningObject1576,Audio,Collection,Experiment,6,Mixed,2,High,Medium,Explanatory,39,100
1577,454,LearningObject1577,Video,Atomic,Lecture,8,Active,2,VeryHigh,VeryLow,Explanatory,29,53
1578,454,LearningObject1578,Image,Networked,Index,1,Expositive,1,Medium,VeryHigh,Evaluative,85,39
1579,454,LearningObject1579,Form,Atomic,Exercise,4,Active,2,VeryLow,High,Evaluative,19,14
1580,455,LearningObject1580,Video,Collection,Questionnaire,7,Expositive,1,High,Low,Explanatory,68,40
1581,455,LearningObject1581,Video,Networked,Index,4,Active,1,Low,VeryHigh,Explanatory,95,115
1582,455,LearningObject1582,Text,Networked,Figure,10,Mixed,2,VeryLow,High,Explanatory,25,119
1583,455,LearningObject1583,Image,Atomic,Lecture,1,Mixed,2,VeryHigh,Low,Evaluative,82,80
1584,455,LearningObject1584,Form,Atomic,Graph,5,Expositive,1,High,Medium,Evaluative,58,61
1585,456,LearningObject1585,Image,Atomic,Index,6,Expositive,1,VeryLow,High,Evaluative,85,96
1586,456,LearningObject1586,Video,Networked,NarrativeText,10,Mixed,1,VeryHigh,Medium,Explanatory,22,67
1587,457,LearningObject1587,Image,Linear,Exam,8,Expositive,2,Low,VeryHigh,Evaluative,45,9
1588,457,LearningObject1588,Video,Atomic,Figure,9,Mixed,2,Medium,VeryHigh,Explanatory,87,52
1589,457,LearningObject1589,Audio,Linear,Questionnaire,1,Active,2,VeryHigh,High,Explanatory,58,36
1590,457,LearningObject1590,Video,Hierarchical,Diagram,2,Mixed,1,VeryLow,High,Explanatory,83,104
1591,457,LearningObject1591,Form,Atomic,Exam,6,Expositive,1,VeryLow,VeryLow,Evaluative,37,62
1592,458,LearningObject1592,Audio,Collection,Index,8,Mixed,2,High,Low,Explanatory,17,22
1593,458,LearningObject1593,Application,Linear,Exam,1,Expositive,1,Low,VeryLow,Evaluative,83,81
1594,458,LearningObject1594,Text,Atomic,Slide,3,Mixed,1,VeryLow,VeryLow,Explanatory,76,46
1595,458,LearningObject1595,Text,Linear,NarrativeText,5,Expositive,1,Low,VeryLow,Explanatory,88,59
1596,459,LearningObject1596,Form,Atomic,SelfAssessment,6,Expositive,1,Low,Medium,Evaluative,38,5
1597,459,LearningObject1597,Audio,Collection,Exam,8,Mixed,1,Medium,High,Explanatory,81,22
1598,459,LearningObject1598,Application,Collection,Table,10,Expositive,1,Low,Low,Evaluative,66,8
1599,460,LearningObject1599,Audio,Collection,NarrativeText,1,Mixed,1,High,High,Explanatory,94,43
1600,460,LearningObject1600,Video,Collection,Index,8,Expositive,2,Low,VeryHigh,Explanatory,53,55
1601,460,LearningObject1601,Text,Linear,Slide,5,Mixed,1,Medium,Low,Explanatory,69,71
1602,460,LearningObject1602,Application,Atomic,Table,3,Expositive,2,Medium,VeryHigh,Evaluative,70,56
1603,461,LearningObject1603,Audio,Atomic,Lecture,7,Expositive,1,VeryLow,Medium,Explanatory,20,30
1604,461,LearningObject1604,Image,Networked,Exercise,9,Active,2,VeryLow,High,Evaluative,14,13
1605,461,LearningObject1605,Image,Hierarchical,Index,9,Active,1,Medium,High,Evaluative,16,105
1606,461,LearningObject1606,Form,Hierarchical,Table,5,Mixed,1,VeryHigh,VeryLow,Evaluative,29,16
1607,461,LearningObject1607,Application,Atomic,Slide,9,Expositive,1,High,Low,Evaluative,33,104
1608,462,LearningObject1608,Form,Linear,NarrativeText,6,Expositive,2,Medium,Medium,Evaluative,24,76
